date, pm25, pm10, o3, no2
2019/8/21, 23, 9, 21, 3
2019/8/22, 23, 11, 24, 10
2019/8/23, 26, 17, 48, 15
2019/8/24, 38, 23, 55, 14
2019/8/25, 54, 24, 49, 10
2019/8/26, 62, 28, 22, 13
2019/8/27, 69, 8, 19, 6
2019/8/28, 23, 8, 24, 4
2019/8/29, 20, 10, 24, 3
2019/8/30, 24, , , 
2019/9/1, 15, 8, 25, 4
2019/9/2, 18, 7, 24, 3
2019/9/3, 14, 6, 22, 2
2019/9/4, 13, 9, 24, 6
2019/9/5, 19, 8, 20, 7
2019/9/6, 20, 7, 22, 5
2019/9/7, 17, 8, 27, 10
2019/9/8, 21, 8, 16, 10
2019/9/9, 25, 10, 19, 7
2019/9/10, 28, 6, 18, 5
2019/9/11, 15, 8, 18, 4
2019/9/12, 22, 9, 25, 10
2019/9/13, 19, 11, 29, 9
2019/9/14, 25, 7, 22, 4
2019/9/15, 19, 8, 13, 7
2019/9/16, 24, 10, 24, 10
2019/9/17, 24, 13, 23, 11
2019/9/18, 30, 17, 20, 16
2019/9/19, 43, 13, 25, 11
2019/9/20, 31, 17, 37, 9
2019/9/21, 35, 13, 18, 8
2019/9/22, 33, 6, 18, 6
2019/9/23, 14, 5, 17, 6
2019/9/24, 11, 4, 13, 8
2019/9/25, 10, 7, 22, 3
2019/9/26, 16, 7, 20, 4
2019/9/27, 16, 6, 22, 2
2019/9/28, 13, 3, 21, 3
2019/9/29, 6, 6, 15, 7
2019/9/30, 13, 7, 23, 6
2019/4/1, 37, , 29, 12
2019/4/2, 29, , 23, 16
2019/4/3, 39, , 30, 9
2019/4/4, 35, , 28, 10
2019/4/5, 33, , 37, 4
2019/4/6, 45, , 29, 5
2019/4/7, 104, , 31, 9
2019/4/8, 141, , 38, 5
2019/4/9, 60, , 34, 5
2019/4/10, 36, , 35, 11
2019/4/11, 40, , 35, 10
2019/4/12, 47, , 37, 6
2019/4/13, 44, , 35, 7
2019/4/14, 46, , 36, 8
2019/4/15, 80, , 20, 11
2019/4/16, 115, , 34, 7
2019/4/17, 104, , 31, 9
2019/4/18, 127, , 47, 7
2019/4/19, 101, , 52, 14
2019/4/20, 108, , 58, 14
2019/4/21, 71, , 58, 9
2019/4/22, 66, , 32, 10
2019/4/23, 68, , 29, 8
2019/4/24, 61, , 28, 9
2019/4/25, 13, , 29, 7
2019/4/26, 10, , 31, 2
2019/4/27, 9, , 29, 8
2019/4/28, 19, , 30, 11
2019/4/29, 24, , 35, 12
2019/4/30, 60, , 30, 11
2019/5/2, 17, , 28, 7
2019/5/3, 33, , 29, 5
2019/5/4, 23, , 31, 8
2019/5/5, 28, , 30, 7
2019/5/6, 23, , 30, 11
2019/5/7, 35, , 28, 9
2019/5/8, 30, , 26, 8
2019/5/9, 34, , 28, 7
2019/5/10, 31, , 33, 7
2019/5/11, 40, , 37, 6
2019/5/12, 27, , 38, 8
2019/5/13, 33, , 38, 11
2019/5/14, 35, , 38, 6
2019/5/15, 39, , 39, 5
2019/5/16, 47, , 35, 5
2019/5/17, 32, , 31, 7
2019/5/18, 42, , 30, 11
2019/5/19, 59, , 33, 6
2019/5/20, 40, , 33, 7
2019/5/21, 30, , 35, 10
2019/5/22, 27, , 40, 10
2019/5/23, 28, , 27, 8
2019/5/24, 35, , 28, 5
2019/5/25, 22, , 23, 3
2019/5/26, 23, , 24, 3
2019/5/27, 15, , 31, 5
2019/5/28, 11, 7, 20, 10
2019/5/29, 17, 8, 21, 2
2019/5/30, 21, 6, 17, 4
2019/5/31, 15, 7, 9, 8
2019/6/1, 21, , , 
2019/6/3, 16, 10, 20, 9
2019/6/4, 29, 6, 27, 4
2019/6/5, 13, 7, 30, 8
2019/6/6, 15, 7, 7, 17
2019/6/7, 17, , , 
2019/6/10, 18, 3, 28, 3
2019/6/11, 10, 5, 18, 8
2019/6/12, 17, 5, 21, 7
2019/6/13, 12, 6, 21, 8
2019/6/14, 12, 7, 23, 7
2019/6/15, 16, 7, 23, 5
2019/6/16, 16, 7, 24, 3
2019/6/17, 17, 8, 22, 9
2019/6/18, 23, 12, 24, 9
2019/6/19, 35, 6, 26, 5
2019/6/20, 13, 9, 25, 9
2019/6/21, 20, 8, 34, 7
2019/6/22, 23, 13, 30, 3
2019/6/23, 41, 29, 23, 9
2019/6/24, 75, 18, 17, 7
2019/6/25, 47, 11, 21, 3
2019/6/26, 31, 9, 23, 2
2019/6/27, 22, 13, 25, 3
2019/6/28, 32, 18, 53, 6
2019/6/29, 44, 6, 24, 1
2019/6/30, 15, 7, 22, 3
2019/1/1, 30, , 23, 13
2019/1/2, 39, , 20, 13
2019/1/3, 63, , 10, 24
2019/1/4, 86, , 15, 17
2019/1/5, 64, , 18, 12
2019/1/6, 54, , 23, 6
2019/1/7, 35, , 27, 10
2019/1/8, 44, , 19, 15
2019/1/9, 36, , 9, 24
2019/1/10, 62, , 17, 18
2019/1/11, 41, , 23, 6
2019/1/12, 16, , 30, 3
2019/1/13, 18, , 28, 12
2019/1/14, 35, , 22, 8
2019/1/15, 18, , 26, 8
2019/1/16, 6, , 21, 16
2019/1/18, 34, , 19, 12
2019/1/19, 55, , 8, 17
2019/1/20, 86, , 12, 15
2019/1/21, 79, , 25, 14
2019/1/22, 22, , 22, 24
2019/1/23, 54, , 3, 27
2019/1/24, 74, , 19, 13
2019/1/25, 36, , 26, 5
2019/1/26, 11, , 28, 3
2019/1/27, 30, , 23, 11
2019/1/28, 23, , 18, 17
2019/1/29, 31, , 18, 21
2019/1/30, 41, , 13, 22
2019/1/31, 70, , 19, 10
2019/2/1, 53, , 20, 10
2019/2/2, 44, , 19, 17
2019/2/3, 42, , 25, 16
2019/2/4, 35, , 13, 16
2019/2/5, 46, , 22, 16
2019/2/6, 39, , 30, 5
2019/2/7, 28, , 29, 6
2019/2/8, 23, , 32, 4
2019/2/9, 26, , 26, 7
2019/2/10, 14, , 23, 18
2019/2/11, 27, , 19, 15
2019/2/12, 46, , 21, 12
2019/2/13, 42, , 13, 20
2019/2/14, 69, , 18, 22
2019/2/15, 77, , 24, 8
2019/2/16, 54, , 25, 7
2019/2/17, 58, , 26, 9
2019/2/18, 29, , 26, 10
2019/2/19, 24, , 28, 7
2019/2/20, 29, , 25, 10
2019/2/21, 40, , 15, 19
2019/2/22, 61, , 13, 18
2019/2/23, 106, , 17, 17
2019/2/24, 101, , 15, 24
2019/2/25, 95, , 14, 27
2019/2/26, 94, , 20, 26
2019/2/27, 103, , 16, 20
2019/2/28, 97, , 20, 14
2019/3/1, 65, , 29, 5
2019/3/2, 28, , 34, 4
2019/3/3, 26, , 29, 4
2019/3/4, 13, , 28, 8
2019/3/5, 19, , 30, 7
2019/3/6, 19, , 29, 6
2019/3/7, 13, , 26, 9
2019/3/8, 24, , 34, 4
2019/3/9, 28, , 33, 4
2019/3/10, 13, , 33, 5
2019/3/11, 18, , 33, 5
2019/3/12, 12, , 32, 4
2019/3/13, 25, , 33, 5
2019/3/14, 21, , 33, 4
2019/3/15, 14, , 32, 3
2019/3/16, 19, , 32, 4
2019/3/17, 12, , 29, 11
2019/3/18, 27, , 22, 10
2019/3/19, 31, , 24, 8
2019/3/20, 29, , 14, 8
2019/3/21, 37, , 24, 7
2019/3/22, 40, , 31, 8
2019/3/23, 32, , 32, 8
2019/3/24, 31, , 34, 7
2019/3/25, 28, , 31, 14
2019/3/26, 43, , 33, 14
2019/3/27, 40, , 31, 20
2019/3/28, 60, , 32, 18
2019/3/29, 90, , 27, 12
2019/3/30, 102, , 35, 3
2019/3/31, 33, , 30, 9
2018/10/1, 18, , 19, 7
2018/10/2, 11, , 15, 9
2018/10/3, 18, , 14, 7
2018/10/4, 28, , 19, 10
2018/10/5, 46, , 20, 6
2018/10/6, 18, , 19, 9
2018/10/7, 28, , 24, 7
2018/10/8, 15, , 26, 13
2018/10/9, 27, , 28, 12
2018/10/10, 76, , 24, 7
2018/10/11, 41, , 24, 4
2018/10/12, 15, , 27, 2
2018/10/13, 18, , 25, 3
2018/10/14, 11, , 24, 6
2018/10/15, 12, , 14, 11
2018/10/16, 7, , 15, 9
2018/10/17, 41, , 11, 9
2018/10/18, 40, , 15, 19
2018/10/22, 30, , 17, 7
2018/10/23, 29, , 26, 6
2018/10/24, 26, , 26, 7
2018/10/25, 21, , 23, 9
2018/10/26, 12, , 21, 5
2018/10/27, 13, , 22, 5
2018/10/28, 15, , 17, 10
2018/10/29, 26, , 12, 12
2018/10/30, 26, , 16, 13
2018/10/31, 45, , 15, 20
2018/11/1, 53, , 14, 20
2018/11/2, 45, , 25, 6
2018/11/3, 27, , 22, 7
2018/11/4, 50, , 8, 13
2018/11/5, 107, , 19, 10
2018/11/6, 59, , 21, 7
2018/11/7, 12, , 21, 11
2018/11/8, 15, , 25, 7
2018/11/9, 25, , 21, 6
2018/11/10, 2, , 21, 9
2018/11/11, 13, , 28, 11
2018/11/12, 14, , 24, 9
2018/11/13, 15, , 23, 12
2018/11/14, 18, , 12, 14
2018/11/15, 53, , 9, 10
2018/11/16, 57, , 8, 13
2018/11/17, 57, , 22, 9
2018/11/18, 53, , 20, 6
2018/11/19, 19, , 18, 6
2018/11/20, 26, , 12, 13
2018/11/21, 58, , , 23
2018/11/22, 101, , 7, 20
2018/11/23, 108, , 16, 11
2018/11/24, 69, , 10, 10
2018/11/25, 51, , 14, 16
2018/11/26, 41, , 9, 16
2018/11/27, 44, , 29, 8
2018/11/28, 18, , 26, 4
2018/11/29, 13, , 25, 8
2018/11/30, 14, , 23, 5
2018/12/4, 48, , 17, 14
2018/12/5, 26, , 25, 8
2018/12/6, 16, , 25, 4
2018/12/7, 15, , 29, 2
2018/12/8, 20, , 28, 9
2018/12/9, 16, , 12, 24
2018/12/10, 32, , 5, 27
2018/12/11, 54, , 15, 24
2018/12/12, 55, , 11, 21
2018/12/13, 49, , 3, 26
2018/12/14, 75, , 29, 12
2018/12/15, 49, , 20, 19
2018/12/16, 25, , 22, 17
2018/12/17, 26, , 25, 10
2018/12/18, 27, , 16, 15
2018/12/19, 22, , 22, 8
2018/12/20, 18, , 24, 7
2018/12/21, 18, , 23, 8
2018/12/22, 21, , 15, 10
2018/12/23, 29, , 7, 18
2018/12/24, 59, , 4, 14
2018/12/25, 60, , 9, 10
2018/12/26, 45, , 5, 14
2018/12/27, 66, , 10, 10
2018/12/28, 44, , 20, 7
2018/12/29, 31, , 22, 8
2018/12/30, 27, , , 
2018/7/1, 51, , 43, 3
2018/7/2, 47, , 39, 3
2018/7/3, 41, , 45, 5
2018/7/4, 47, , 56, 8
2018/7/5, 57, , 47, 6
2018/7/6, 55, , 40, 6
2018/7/7, 56, , 36, 3
2018/7/8, 45, , 30, 4
2018/7/9, 51, , 32, 2
2018/7/10, 41, , 32, 4
2018/7/11, 53, , 34, 4
2018/7/12, 57, , 37, 7
2018/7/13, 47, , 41, 4
2018/7/14, 56, , 35, 3
2018/7/15, 42, , 39, 6
2018/7/16, 46, , 23, 5
2018/7/17, 33, , 28, 10
2018/7/18, 40, , 41, 12
2018/7/19, 57, , 35, 8
2018/7/20, 47, , 34, 7
2018/7/21, 58, , 27, 5
2018/7/22, 49, , 24, 7
2018/7/23, 56, , 22, 3
2018/7/26, 57, , 33, 6
2018/7/27, 50, , 25, 2
2018/7/28, 32, , 18, 2
2018/7/29, 24, , 17, 4
2018/7/30, 29, , 27, 4
2018/7/31, 34, , 27, 6
2018/8/1, 35, , 22, 5
2018/8/2, 41, , 14, 6
2018/8/3, 31, , 32, 3
2018/8/4, 46, , 40, 7
2018/8/5, 52, , 39, 9
2018/8/6, 52, , 29, 10
2018/8/7, 50, , 21, 5
2018/8/8, 32, , 21, 9
2018/8/9, 39, , 18, 7
2018/8/10, 29, , 24, 5
2018/8/11, 31, , 14, 4
2018/8/12, 30, , 19, 6
2018/8/13, 36, , 18, 6
2018/8/14, 35, , 19, 3
2018/8/15, 36, , 17, 3
2018/8/16, 29, , 21, 4
2018/8/17, 33, , 17, 2
2018/8/18, 40, , 13, 2
2018/8/19, 32, , 16, 6
2018/8/20, 39, , 23, 5
2018/8/21, 40, , 19, 5
2018/8/22, 40, , 21, 7
2018/8/23, 33, , 16, 5
2018/8/24, 13, , 21, 6
2018/8/25, 23, , 15, 6
2018/8/26, 23, , 18, 1
2018/8/27, 12, , 17, 8
2018/8/28, 24, , 19, 11
2018/8/29, 30, , 23, 11
2018/8/30, 27, , 30, 13
2018/8/31, 41, , 34, 10
2018/9/1, 54, , 34, 8
2018/9/2, 34, , 19, 12
2018/9/3, 44, , 13, 9
2018/9/4, 57, , 28, 7
2018/9/5, 33, , 15, 13
2018/9/6, 28, , 21, 6
2018/9/7, 13, , 21, 4
2018/9/8, 12, , 24, 2
2018/9/9, 14, , 24, 3
2018/9/10, 18, , 23, 5
2018/9/11, 11, , 19, 12
2018/9/12, 21, , 20, 9
2018/9/13, 22, , 22, 4
2018/9/14, 11, , 24, 3
2018/9/15, 17, , 22, 2
2018/9/16, 19, , 33, 5
2018/9/17, 19, , 25, 3
2018/9/18, 19, , 25, 3
2018/9/19, 24, , 23, 6
2018/9/20, 16, , 23, 3
2018/9/21, 9, , 19, 7
2018/9/22, 15, , 24, 6
2018/9/23, 20, , 26, 14
2018/9/24, 21, , 21, 13
2018/9/25, 40, , 23, 11
2018/9/26, 40, , 26, 12
2018/9/27, 36, , 20, 11
2018/9/28, 25, , 24, 12
2018/9/29, 40, , 24, 5
2018/9/30, 21, , 23, 8
2018/4/1, 42, , 27, 7
2018/4/2, 44, , 32, 8
2018/4/3, 31, , 28, 8
2018/4/4, 38, , 29, 8
2018/4/5, 27, , 28, 10
2018/4/6, 51, , 18, 16
2018/4/7, 86, , 28, 9
2018/4/8, 71, , 26, 11
2018/4/9, 59, , 24, 7
2018/4/10, 60, , 24, 6
2018/4/11, 98, , 23, 8
2018/4/12, 77, , 19, 11
2018/4/13, 68, , 33, 9
2018/4/14, 75, , 27, 7
2018/4/15, 87, , 35, 5
2018/4/16, 35, , 32, 7
2018/4/17, 49, , 33, 7
2018/4/18, 52, , 41, 14
2018/4/19, 75, , 30, 11
2018/4/20, 72, , 35, 6
2018/4/21, 77, , 34, 3
2018/4/22, 55, , 31, 4
2018/4/23, 30, , 25, 5
2018/4/24, 32, , 28, 5
2018/4/25, 30, , 32, 5
2018/4/26, 30, , 25, 10
2018/4/27, 38, , 29, 4
2018/4/28, 40, , 32, 2
2018/4/29, 34, , 32, 4
2018/4/30, 34, , 33, 7
2018/5/1, 36, , 33, 7
2018/5/2, 33, , 31, 10
2018/5/3, 42, , 25, 7
2018/5/4, 45, , 37, 13
2018/5/5, 75, , 54, 12
2018/5/6, 79, , 60, 11
2018/5/7, 97, , 36, 9
2018/5/8, 66, , 27, 8
2018/5/9, 43, , 32, 6
2018/5/10, 39, , 31, 9
2018/5/11, 46, , 30, 7
2018/5/12, 44, , 32, 9
2018/5/13, 54, , 34, 7
2018/5/14, 40, , 35, 7
2018/5/15, 46, , 27, 3
2018/5/16, 51, , 30, 5
2018/5/17, 44, , 31, 13
2018/5/18, 60, , 43, 10
2018/5/19, 73, , 44, 6
2018/5/20, 69, , 46, 8
2018/5/21, 75, , 42, 5
2018/5/22, 69, , 40, 3
2018/5/23, 70, , 36, 4
2018/5/24, 76, , 25, 8
2018/5/25, 77, , 41, 4
2018/5/26, 94, , 42, 4
2018/5/27, 84, , 43, 3
2018/5/28, 101, , 41, 3
2018/5/29, 80, , 36, 7
2018/5/30, 69, , 34, 5
2018/5/31, 81, , 33, 5
2018/6/1, 62, , 27, 6
2018/6/2, 48, , 36, 5
2018/6/3, 53, , 31, 4
2018/6/4, 71, , 32, 4
2018/6/5, 52, , 31, 5
2018/6/6, 55, , 27, 6
2018/6/7, 60, , 26, 6
2018/6/8, 60, , 25, 4
2018/6/9, 62, , 29, 5
2018/6/10, 56, , 34, 6
2018/6/11, 48, , 26, 5
2018/6/12, 42, , 33, 6
2018/6/13, 50, , 27, 4
2018/6/14, 35, , 27, 5
2018/6/15, 36, , 25, 4
2018/6/16, 31, , 22, 2
2018/6/17, 30, , 23, 2
2018/6/18, 30, , 13, 3
2018/6/19, 30, , 21, 3
2018/6/20, 27, , 27, 4
2018/6/21, 32, , 32, 5
2018/6/22, 42, , 31, 5
2018/6/23, 40, , 42, 7
2018/6/24, 47, , 53, 8
2018/6/25, 48, , 46, 7
2018/6/26, 45, , 30, 3
2018/6/27, 44, , 37, 3
2018/6/28, 52, , 40, 3
2018/6/29, 48, , 39, 2
2018/6/30, 46, , 51, 3
2018/1/1, 26, , 26, 9
2018/1/2, 30, , 31, 3
2018/1/3, 42, , 28, 7
2018/1/4, 32, , 22, 16
2018/1/5, 38, , 20, 12
2018/1/6, 53, , 22, 5
2018/1/7, 31, , 24, 11
2018/1/8, 50, , 6, 13
2018/1/9, 77, , 8, 18
2018/1/10, 57, , 3, 22
2018/1/11, 79, , 5, 17
2018/1/12, 89, , 17, 9
2018/1/13, 73, , 14, 10
2018/1/14, 85, , 24, 7
2018/1/15, 34, , 29, 5
2018/1/16, 24, , 29, 5
2018/1/17, 26, , 28, 6
2018/1/18, 24, , 24, 10
2018/1/19, 30, , 18, 15
2018/1/20, 45, , 17, 12
2018/1/21, 63, , 25, 10
2018/1/22, 41, , 25, 7
2018/1/23, 29, , 30, 5
2018/1/24, 31, , 25, 9
2018/1/25, 29, , 10, 21
2018/1/26, 62, , 22, 9
2018/1/27, 43, , 30, 2
2018/1/28, 30, , 31, 9
2018/1/29, 34, , 18, 15
2018/1/30, 46, , 27, 4
2018/1/31, 28, 10, 25, 7
2018/2/1, 28, 16, 23, 14
2018/2/2, 38, 10, 14, 14
2018/2/3, 42, 9, 22, 4
2018/2/4, 35, 10, 21, 9
2018/2/5, 38, 19, 13, 15
2018/2/6, 63, 15, 18, 18
2018/2/9, 36, , 28, 10
2018/2/10, 33, , 30, 3
2018/2/11, 21, , 25, 7
2018/2/12, 31, , 26, 13
2018/2/13, 32, , 18, 19
2018/2/14, 43, , 26, 7
2018/2/15, 36, , 19, 18
2018/2/16, 43, , 17, 18
2018/2/17, 58, , 19, 12
2018/2/18, 59, , 18, 11
2018/2/19, 58, , 25, 5
2018/2/20, 45, , 17, 12
2018/2/21, 49, , 20, 15
2018/2/22, 79, , 23, 12
2018/2/23, 76, , 23, 8
2018/2/24, 78, , 26, 6
2018/2/25, 56, , 28, 6
2018/2/26, 40, , 27, 9
2018/2/27, 40, , 27, 7
2018/2/28, 47, , 27, 6
2018/3/1, 76, , 28, 6
2018/3/2, 90, , 20, 10
2018/3/3, 150, , 20, 14
2018/3/4, 99, , 27, 15
2018/3/5, 48, , 24, 18
2018/3/6, 53, , 24, 21
2018/3/7, 56, , 27, 8
2018/3/8, 26, , 18, 17
2018/3/9, 52, , 16, 13
2018/3/10, 45, , 26, 11
2018/3/11, 53, , 18, 10
2018/3/12, 44, , 17, 19
2018/3/13, 54, , 28, 10
2018/3/14, 49, , 29, 10
2018/3/15, 56, , 28, 8
2018/3/16, 58, , 31, 3
2018/3/17, 54, , 31, 2
2018/3/18, 61, , 33, 4
2018/3/19, 48, , 27, 12
2018/3/20, 45, , 29, 16
2018/3/21, 60, , 30, 8
2018/3/22, 45, , 31, 11
2018/3/23, 48, , 27, 11
2018/3/24, 65, , 32, 6
2018/3/25, 46, , 30, 13
2018/3/26, 44, , 29, 10
2018/3/27, 30, , 25, 14
2018/3/28, 37, , 32, 14
2018/3/29, 37, , 31, 7
2018/3/30, 43, , 27, 5
2018/3/31, 41, , 29, 4
2017/10/1, 21, , 25, 5
2017/10/2, 38, , 23, 8
2017/10/3, 29, , 24, 6
2017/10/4, 27, , 25, 5
2017/10/5, 27, , 22, 12
2017/10/6, 36, , 21, 5
2017/10/7, 21, , 23, 11
2017/10/8, 32, , 13, 13
2017/10/9, 42, , 23, 6
2017/10/10, 30, , 21, 4
2017/10/11, 23, , 19, 9
2017/10/12, 30, , 17, 5
2017/10/13, 32, , 19, 5
2017/10/14, 43, , 23, 10
2017/10/15, 65, , 28, 6
2017/10/16, 62, , 29, 13
2017/10/17, 43, , 14, 15
2017/10/18, 48, , 15, 15
2017/10/19, 63, , 20, 8
2017/10/20, 25, , 26, 3
2017/10/21, 26, , 27, 4
2017/10/22, 25, , 18, 12
2017/10/23, 33, , 20, 5
2017/10/24, 26, , 23, 13
2017/10/25, 36, , 7, 20
2017/10/26, 57, , 17, 17
2017/10/27, 51, , 19, 6
2017/10/28, 33, , 26, 7
2017/10/29, 30, , 14, 20
2017/10/30, 51, , 14, 13
2017/10/31, 54, , 9, 15
2017/11/1, 62, , 3, 22
2017/11/2, 75, , 14, 19
2017/11/3, 79, , 19, 14
2017/11/4, 85, , 20, 11
2017/11/5, 63, , 14, 16
2017/11/6, 82, , 22, 12
2017/11/7, 33, , 17, 20
2017/11/8, 51, , 17, 15
2017/11/9, 41, , 24, 9
2017/11/10, 33, , 18, 14
2017/11/11, 51, , 26, 8
2017/11/12, 37, , 14, 19
2017/11/13, 36, , 17, 10
2017/11/14, 36, , 12, 15
2017/11/15, 52, , 19, 15
2017/11/16, 48, , 12, 23
2017/11/17, 57, , 20, 11
2017/11/18, 30, , 21, 14
2017/11/19, 42, , 18, 9
2017/11/20, 46, , 19, 6
2017/11/21, 30, , , 
2017/11/23, 33, , 12, 20
2017/11/24, 46, , 18, 11
2017/11/25, 35, , 22, 7
2017/11/26, 28, , 24, 8
2017/11/27, 23, , 16, 15
2017/11/28, 36, , 21, 11
2017/11/29, 48, , 23, 12
2017/11/30, 34, , 22, 14
2017/12/1, 36, , 9, 20
2017/12/2, 52, , 22, 9
2017/12/3, 38, , 18, 17
2017/12/4, 39, , 23, 9
2017/12/5, 30, , 24, 8
2017/12/6, 32, , 25, 7
2017/12/7, 32, , 25, 10
2017/12/8, 19, , 25, 13
2017/12/9, 34, , 24, 12
2017/12/10, 46, , 19, 19
2017/12/11, 46, , 10, 26
2017/12/12, 61, , 23, 13
2017/12/13, 27, , 26, 9
2017/12/14, 29, , 21, 11
2017/12/15, 30, , 8, 21
2017/12/16, 41, , 18, 13
2017/12/17, 45, , 15, 22
2017/12/18, 53, , 3, 21
2017/12/19, 65, , 10, 13
2017/12/20, 59, , 14, 13
2017/12/21, 47, , 15, 11
2017/12/22, 44, , 19, 5
2017/12/23, 34, , 24, 3
2017/12/24, 26, , 28, 2
2017/12/25, 29, , 28, 5
2017/12/26, 23, , 25, 7
2017/12/27, 21, , 17, 14
2017/12/28, 36, , 29, 9
2017/12/29, 39, , 29, 4
2017/12/30, 42, , , 
2017/7/1, 40, , 26, 3
2017/7/2, 40, , 23, 4
2017/7/3, 34, , 20, 8
2017/7/4, 34, , 31, 7
2017/7/5, 36, , 40, 7
2017/7/6, 53, , 25, 7
2017/7/7, 46, , 26, 4
2017/7/8, 37, , 27, 5
2017/7/9, 41, , 19, 8
2017/7/10, 39, , 18, 8
2017/7/11, 35, , 27, 4
2017/7/12, 39, , 30, 6
2017/7/13, 39, , 21, 4
2017/7/14, 29, , 16, 4
2017/7/15, 34, , 19, 2
2017/7/16, 31, , 29, 7
2017/7/17, 43, , 38, 9
2017/7/18, 49, , 32, 7
2017/7/19, 63, , 20, 6
2017/7/20, 32, , 21, 5
2017/7/21, 36, , 19, 6
2017/7/22, 28, , 24, 5
2017/7/23, 32, , 25, 5
2017/7/24, 39, , 27, 8
2017/7/25, 61, , 22, 7
2017/7/26, 40, , 19, 3
2017/7/27, 33, , 20, 3
2017/7/28, 29, , 23, 3
2017/7/29, 31, , 22, 3
2017/7/30, 31, , 20, 3
2017/7/31, 33, , 24, 5
2017/8/1, 34, , 17, 7
2017/8/2, 25, , 23, 2
2017/8/3, 25, , 24, 4
2017/8/4, 33, , 20, 10
2017/8/5, 38, , 25, 2
2017/8/6, 35, , 25, 6
2017/8/7, 35, , 17, 7
2017/8/8, 28, , 24, 4
2017/8/9, 35, , 28, 12
2017/8/10, 43, , 19, 6
2017/8/11, 39, , 22, 2
2017/8/12, 27, , 28, 8
2017/8/13, 38, , 22, 11
2017/8/14, 46, , 21, 5
2017/8/15, 35, , 22, 7
2017/8/16, 37, , 23, 4
2017/8/17, 34, , 24, 2
2017/8/18, 31, , 22, 2
2017/8/19, 28, , 23, 3
2017/8/20, 31, , 14, 7
2017/8/21, 37, , 11, 8
2017/8/22, 52, , 20, 7
2017/8/23, 57, , 22, 4
2017/8/24, 34, , 21, 7
2017/8/25, 38, , 24, 9
2017/8/26, 47, , 31, 9
2017/8/27, 44, , 42, 8
2017/8/28, 55, , 19, 7
2017/8/29, 41, , 16, 14
2017/8/30, 46, , 22, 12
2017/9/4, 21, , 19, 7
2017/9/5, 27, , , 
2017/9/11, 23, , 22, 5
2017/9/12, 26, , 25, 4
2017/9/13, 21, , 20, 8
2017/9/14, 25, , 16, 10
2017/9/15, 29, , 15, 12
2017/9/16, 39, , 21, 8
2017/9/17, 37, , 11, 10
2017/9/18, 39, , 19, 14
2017/9/19, 41, , 23, 9
2017/9/20, 38, , 19, 13
2017/9/21, 32, , 19, 11
2017/9/22, 34, , 21, 8
2017/9/23, 32, , 31, 8
2017/9/24, 56, , 15, 15
2017/9/25, 93, , 24, 13
2017/9/26, 86, , 23, 9
2017/9/27, 94, , 22, 14
2017/9/28, 37, , 23, 8
2017/9/29, 38, , 22, 9
2017/9/30, 31, , 20, 3
2017/4/1, 22, , 34, 10
2017/4/2, 38, , 30, 13
2017/4/3, 48, , 31, 9
2017/4/4, 45, , 28, 6
2017/4/5, 20, , 26, 14
2017/4/6, 46, , 25, 18
2017/4/7, 57, , 36, 19
2017/4/8, 85, , 40, 12
2017/4/9, 82, , 29, 6
2017/4/10, 27, , 29, 9
2017/4/11, 29, , 30, 6
2017/4/12, 28, , 25, 13
2017/4/13, 25, , 23, 6
2017/4/14, 29, , 32, 4
2017/4/15, 19, , 28, 5
2017/4/16, 22, , 27, 6
2017/4/17, 42, , 33, 7
2017/4/18, 34, , 34, 8
2017/4/19, 42, , 24, 13
2017/4/20, 52, , 22, 11
2017/4/21, 42, , 32, 5
2017/4/22, 35, , 31, 8
2017/4/23, 37, , 31, 10
2017/4/24, 28, , 27, 6
2017/4/25, 19, , 26, 6
2017/4/26, 27, , 26, 14
2017/4/27, 36, , 26, 9
2017/4/28, 38, , 31, 7
2017/4/29, 38, , 34, 7
2017/4/30, 69, , 33, 5
2017/5/1, 36, , 30, 7
2017/5/2, 52, , 34, 4
2017/5/3, 59, , 37, 3
2017/5/4, 53, , 37, 4
2017/5/5, 42, , 33, 4
2017/5/6, 49, , 35, 3
2017/5/7, 57, , 31, 4
2017/5/8, 50, , 33, 5
2017/5/9, 49, , 34, 13
2017/5/10, 57, , 40, 10
2017/5/11, 79, , 30, 8
2017/5/12, 63, , 31, 5
2017/5/13, 44, , 30, 3
2017/5/14, 32, , 18, 8
2017/5/15, 30, , 16, 5
2017/5/16, 30, , 15, 16
2017/5/17, 33, , 25, 10
2017/5/18, 37, , 22, 14
2017/5/19, 43, , 24, 7
2017/5/20, 30, , 32, 5
2017/5/21, 31, , 35, 7
2017/5/22, 49, , 24, 6
2017/5/23, 32, , 34, 11
2017/5/24, 47, , 43, 9
2017/5/25, 64, , 42, 6
2017/5/26, 48, , 30, 5
2017/5/27, 51, , 34, 3
2017/5/28, 38, , 24, 5
2017/5/29, 47, , 23, 4
2017/5/30, 36, , 23, 7
2017/5/31, 36, , 28, 8
2017/6/1, 44, , 18, 7
2017/6/2, 44, , 25, 4
2017/6/3, 33, , 24, 3
2017/6/4, 25, , 24, 6
2017/6/5, 26, , 24, 3
2017/6/6, 21, , 24, 3
2017/6/7, 27, , 20, 5
2017/6/8, 27, , 26, 3
2017/6/9, 33, , 19, 4
2017/6/10, 32, , 25, 1
2017/6/11, 33, , 23, 3
